Heading row not found.,ID,northing,easting
,2630,1051893,191529
,2631,1051884,191554
,2632,1053038,192729
,2633,1051827,191276
,2634,1051562,190258
,2635,1054112,193335
,2636,1051326,193711
,2637,1051012,190213
,2638,1050395,192009
,2639,1052216,192642
,2640,1051298,193431
,2641,1049582,191791
,2642,1051821,192754
,2643,1052270,193354
,2644,1051396,190871
,2645,1053072,193457
,2646,1052539,192576
,2647,1053487,193882
,2648,1050542,191040
,2649,1054509,191762
,2650,1052549,190542
,2651,1052733,192503
,2652,1052939,191185
,2653,1051410,193478
,2654,1049592,190810
,2655,1049476,191133
,2656,1050091,189421
,2657,1049684,190897
,2658,1049710,190922
,2659,1046871,191278
,2660,1049226,189765
,2661,1048997,189126
,2662,1047084,191440
,2663,1049154,189446
,2664,1048472,189116
,2665,1046528,191163
,2666,1049613,190083
,2667,1046571,191313
,2668,1049544,189532
,2669,1046720,190734
,2670,1047344,191497
,2671,1046200,190676
,2672,1049388,189188
,2673,1049527,195020
,2674,1049713,194810
,2675,1049738,195834
,2676,1050987,194149
,2677,1050147,194684
,2678,1050241,194716
,2679,1050484,193975
,2680,1050675,194040
,2681,1050035,194372
,2682,1050709,194497
,2683,1050787,194631
,2684,1055131,195037
,2685,1055492,195092
,2686,1054499,194785
,2687,1054220,194799
,2688,1054428,194685
,2689,1054918,194061
,2690,1055117,193792
,2691,1054919,192841
,2692,1055730,194909
,2693,1055723,194889
,2694,1054604,193485
,2695,1033990,223962
,2696,1035580,224432
,2697,1035349,224354
,2698,1034759,224254
,2699,1037149,224284
,2700,1036031,225068
,2701,1035553,224434
,2702,1035170,224734
,2703,1037025,225713
,2704,1037183,224162
,2705,1034712,224942
,2706,1035177,225502
,2707,1036028,225711
,2708,1036927,223936
,2709,1035132,223955
,2710,1035875,224834
,2711,1035446,225752
,2712,1035368,223931
,2713,1036570,225339
,2714,1036527,224496
,2715,1034126,224041
,2716,1037332,223370
,2717,1036813,224732
,2718,1035564,225217
,2719,1035635,225109
,2720,1033380,225194
,2721,1036455,227489
,2722,1035752,223645
,2723,1033488,224569
,2724,1037394,228123
,2725,1036466,227385
,2726,1036618,227581
,2727,1036444,227549
,2728,1037038,228159
,2729,1036730,227850
,2730,1036153,223114
,2731,1036688,227953
,2732,1036572,223546
,2733,1036408,227752
,2734,1036190,227475
,2735,1033631,223693
,2736,1040814,224421
,2737,1041068,223606
,2738,1035900,222628
,2739,1033378,223160
,2740,1034195,223688
,2741,1033418,222729
,2742,1036113,222879
,2743,1033103,222763
,2744,1034668,223301
,2745,1034794,223403
,2746,1036130,222918
,2747,1040882,225097
,2748,1033598,223393
,2749,1032780,223616
,2750,1032445,222370
,2751,1033835,223526
,2752,1034497,222327
,2753,1033812,222698
,2754,1033799,223223
,2755,1034883,222739
,2756,1033910,223818
,2757,1034691,222490
,2758,1032603,223178
,2759,1033450,223559
,2760,1034881,222716
,2761,1034704,222654
,2762,1032566,222470
,2763,1034329,222674
,2764,1032889,223569
,2765,1064032,207638
,2766,1034205,160565
,2767,1033696,159925
,2768,1034066,160420
,2769,1033868,159905
,2770,1055446,220931
,2771,1057941,220101
,2772,1056115,220652
,2773,1056687,219598
,2774,1058022,220319
,2775,1056677,219616
,2776,1055467,220141
,2777,1056438,219848
,2778,1055936,219569
,2779,1056163,219820
,2780,1058060,220214
,2781,1055751,220013
,2782,1056163,219048
,2783,1059192,216532
,2784,1060527,216448
,2785,1060130,216313
,2786,1060752,217255
,2787,1060214,217276
,2788,1025896,150913
,2789,1026167,149651
,2790,1025881,150945
,2791,1025655,150816
,2792,1026570,150424
,2793,1026683,150417
,2794,1027095,150744
,2795,965474,154543
,2796,965322,154654
,2797,960782,155498
,2798,1055330,160986
,2799,1055073,160950
,2800,1054809,160362
,2801,1056616,156444
,2802,1051683,161484
,2803,1051393,161576
,2804,1051260,161467
,2805,1050852,159838
,2806,1051047,161642
,2807,1052138,160856
,2808,966453,160520
,2809,1026292,198418
,2810,1024486,200036
,2811,1024983,199220
,2812,1025232,198638
,2813,1025287,198612
,2814,1026407,198540
,2815,1025598,199216
,2816,1024789,199026
,2817,1027423,198484
,2818,1025015,198702
,2819,1026510,198891
,2820,1027710,199066
,2821,1026730,198386
,2822,1024940,198954
,2823,1027583,197951
,2824,1025132,199149
,2825,1025528,198498
,2826,1024964,199055
,2827,1025228,198530
,2828,1024515,199554
,2829,1025569,198322
,2830,1024240,198999
,2831,1024441,198663
,2832,1025756,198717
,2833,1026117,198394
,2834,1028592,198833
,2835,1028203,198740
,2836,1027967,200240
,2837,1027921,200108
,2838,1029198,198885
,2839,1028372,199413
,2840,1028865,198575
,2841,1026325,201183
,2842,1028382,199458
,2843,1028854,198621
,2844,1028090,200085
,2845,1028603,199619
,2846,1025749,200407
,2847,1028834,198800
,2848,1028662,200472
,2849,1027919,198144
,2850,1027680,198915
,2851,1027951,199801
,2852,1028034,198762
,2853,1028284,198218
,2854,1027937,197945
,2855,1028047,198004
,2856,1029798,198822
,2857,1029903,198896
,2858,1029391,179059
,2859,1031311,177845
,2860,1030417,180587
,2861,1030608,180962
,2862,1031508,178212
,2863,1031190,177711
,2864,1029729,179123
,2865,1029980,176477
,2866,1031290,177822
,2867,1031400,178984
,2868,1030399,179718
,2869,1031481,178679
,2870,1030742,178851
,2871,1029962,180740
,2872,1030718,180934
,2873,1029854,179381
,2874,1029426,179375
,2875,1030264,176376
,2876,1031541,178269
,2877,1030525,181418
,2878,1031260,179240
,2879,1031509,177631
,2880,1031209,177289
,2881,1029900,181154
,2882,1029697,179349
,2883,1031177,177555
,2884,1031029,180108
,2885,1031212,179378
,2886,1030968,180431
,2887,1031374,178903
,2888,1032016,177034
,2889,1030404,176490
,2890,1029770,176158
,2891,1030334,179634
,2892,1031359,179565
,2893,1030200,180871
,2894,1034921,160713
,2895,1034637,162033
,2896,1034689,160103
,2897,1033339,158035
,2898,1034131,159190
,2899,1033976,160613
,2900,1035181,160629
,2901,1035115,160993
,2902,1034011,159375
,2903,1034101,159748
,2904,1033807,158498
,2905,1033906,159128
,2906,1033314,158555
,2907,1034567,160693
,2908,1033801,158884
,2909,1035217,161030
,2910,1034041,158982
,2911,1033748,158633
,2912,1035289,160698
,2913,1034847,160709
,2914,1026439,227007
,2915,1028170,228328
,2916,1027116,227556
,2917,1027872,228151
,2918,1028108,227770
,2919,1025701,227759
,2920,1027472,227996
,2921,1028998,227015
,2922,1027740,227887
,2923,1027102,227241
,2924,1029154,227055
,2925,1028168,228279
,2926,1025936,227603
,2927,1026058,227617
,2928,1027220,227360
,2929,1026898,227650
,2930,1021077,217973
,2931,1020479,218359
,2932,1021362,217783
,2933,1018933,216966
,2934,1020889,217438
,2935,1021020,217210
,2936,1020872,218507
,2937,1019178,219341
,2938,1021339,218294
,2939,1021545,217338
,2940,1021165,218273
,2941,1018954,216823
,2942,1022796,217014
,2943,1019027,218534
,2944,1020074,218960
,2945,1020310,219254
,2946,1019209,217700
,2947,1019579,218673
,2948,1019445,218927
,2949,1018599,219070
,2950,1020873,218083
,2951,1019718,217950
,2952,1020304,217312
,2953,1019622,217672
,2954,1018734,218261
,2955,1019405,218085
,2956,1019700,217784
,2957,1019038,218919
,2958,1020837,218298
,2959,1020576,217809
,2960,1020289,217422
,2961,1021423,217828
,2962,1020073,218672
,2963,1019996,218720
,2964,1041876,208461
,2965,1046442,208154
,2966,1046517,207692
,2967,1046575,207779
,2968,1046435,208599
,2969,1046562,208502
,2970,1046558,207579
,2971,1046265,208643
,2972,1042678,208594
,2973,1046406,207993
,2974,1042685,208575
,2975,1036940,199490
,2976,1041679,200975
,2977,1041411,200318
,2978,1040905,200672
,2979,1040842,200095
,2980,1041260,200088
,2981,1040723,200409
,2982,1041394,200418
,2983,1029107,192211
,2984,1028575,192088
,2985,1028621,191665
,2986,1029477,191692
,2987,1028546,191112
,2988,1028555,191373
,2989,1028399,191742
,2990,1028409,192281
,2991,1028594,191545
,2992,1030025,192112
,2993,1028801,191904
,2994,1028492,191616
,2995,1028147,191067
,2996,1029142,192121
,2997,1036491,189365
,2998,1035228,189199
,2999,1034541,189202
,3000,1036975,190215
,3001,1036064,190059
,3002,1034607,188852
,3003,1034837,189154
,3004,1035521,189134
,3005,1036451,190373
,3006,1035820,190452
,3007,1034564,188420
,3008,1034309,189649
,3009,1034563,189952
,3010,1034702,189585
,3011,1035120,189424
,3012,1036226,189064
,3013,1036229,190034
,3014,1034285,189311
,3015,1035544,189356
,3016,1035500,190171
,3017,1034464,189521
,3018,1035211,188838
,3019,1027505,193577
,3020,1027547,193467
,3021,1029409,193430
,3022,1027638,193924
,3023,1028544,193717
,3024,1028426,193119
,3025,1030260,194116
,3026,1028390,193212
,3027,1029036,193959
,3028,1028103,193559
,3029,1031512,150686
,3030,1027542,150971
,3031,1044225,191353
,3032,1044233,192208
,3033,1044351,191469
,3034,1044001,192292
,3035,1043885,191920
,3036,1044115,191864
,3037,1043817,191882
,3038,1043984,193152
,3039,1042997,191958
,3040,1044383,191413
,3041,1043920,191939
,3042,1043516,192451
,3043,1043301,192887
,3044,1043563,192830
,3045,1044033,192859
,3046,1044469,192321
,3047,1043190,191923
,3048,1044010,191741
,3049,1044502,191931
,3050,1043155,192837
,3051,1043447,192276
,3052,1043125,192060
,3053,1043446,192419
,3054,1043400,192398
,3055,1044125,192609
,3056,1044411,192604
,3057,1043889,191432
,3058,1044784,191227
,3059,1043864,191536
,3060,1044594,191242
,3061,1044133,191522
,3062,1039970,189448
,3063,1037851,189654
,3064,1037924,190595
,3065,1040329,189683
,3066,1041674,191016
,3067,1042045,190706
,3068,1038906,189750
,3069,1038482,188625
,3070,1041152,189371
,3071,1041971,189909
,3072,1041774,190554
,3073,1041361,190025
,3074,1042392,190689
,3075,1038547,189581
,3076,1040660,189196
,3077,1040428,189419
,3078,1041684,190793
,3079,1037970,189221
,3080,1042099,190555
,3081,1038415,189185
,3082,1037905,190611
,3083,1038304,189306
,3084,1040576,189766
,3085,1042416,190646
,3086,1038330,188323
,3087,1037815,189498
,3088,1041704,189645
,3089,1037869,190018
,3090,1040112,189520
,3091,1039640,189664
,3092,1040469,189310
,3093,1042114,191034
,3094,1040684,190317
,3095,1038178,188698
,3096,1041550,191033
,3097,1041141,190742
,3098,1041587,190967
,3099,1042064,191092
,3100,1041279,190336
,3101,1041284,190535
,3102,1041825,190216
,3103,1041515,189826
,3104,1038062,189460
,3105,1041372,190130
,3106,1039873,188963
,3107,1039748,189011
,3108,1039839,189054
,3109,1041968,190953
,3110,1039834,189067
,3111,1040112,189067
,3112,1039613,188912
,3113,1040005,189352
,3114,1041966,189791
,3115,1041777,190302
,3116,1039779,189212
,3117,1040051,188944
,3118,1039212,189434
,3119,1042062,190126
,3120,1042238,190315
,3121,1035023,215161
,3122,1036308,215897
,3123,1035399,214253
,3124,1035217,214973
,3125,1036135,213195
,3126,1036030,215994
,3127,1036587,215942
,3128,1035606,213078
,3129,1036461,215292
,3130,1035934,216237
,3131,1036584,216170
,3132,1036043,215803
,3133,1036644,216181
,3134,1035620,214112
,3135,1035958,216082
,3136,1035170,213759
,3137,1035137,213797
,3138,1036832,215553
,3139,1035448,211827
,3140,1036560,216018
,3141,1035887,213050
,3142,1035648,211857
,3143,1034933,212238
,3144,1035719,213277
,3145,1036421,216374
,3146,1035310,214534
,3147,1038635,222848
,3148,1043326,216420
,3149,1041628,215835
,3150,1042726,215816
,3151,1043627,216357
,3152,1043461,216280
,3153,1041974,215796
,3154,1043748,215759
,3155,1043794,216101
,3156,1043233,215793
,3157,1043392,215811
,3158,1034845,211956
,3159,1034367,212404
,3160,1034000,212043
,3161,1035924,222265
,3162,1034760,221057
,3163,1034334,221056
,3164,1034256,220897
,3165,1039010,222951
,3166,1036300,218645
,3167,1039854,222626
,3168,1039918,222472
,3169,1039275,220063
,3170,1039680,222643
,3171,1039929,222618
,3172,1041316,222872
,3173,1034276,222126
,3174,1037041,209514
,3175,1036768,209729
,3176,1037432,208899
,3177,1036361,208719
,3178,1037477,209050
,3179,1038094,209172
,3180,1037524,208720
,3181,1037790,208841
,3182,1036103,208755
,3183,1037007,208792
,3184,1036628,208835
,3185,1037792,208891
,3186,1037686,208782
,3187,1041844,213986
,3188,1041847,213953
,3189,1042053,214492
,3190,1042029,214699
,3191,1043111,214446
,3192,1043227,215023
,3193,1042376,213287
,3194,1041528,213374
,3195,1042327,213127
,3196,1042815,214893
,3197,1043596,214902
,3198,1044307,214628
,3199,1041768,214680
,3200,1044526,213107
,3201,1042119,215061
,3202,1044031,214800
,3203,1042095,212479
,3204,1043472,213403
,3205,1044349,211397
,3206,1044641,213170
,3207,1044362,211363
,3208,1044081,211376
,3209,1045704,210247
,3210,1043126,214264
,3211,1045718,210209
,3212,1043079,213604
,3213,1042621,213254
,3214,1043905,214754
,3215,1043937,211307
,3216,1044181,211393
,3217,1044243,211224
,3218,1044874,213291
,3219,1044337,211431
,3220,1042872,214173
,3221,1041856,210562
,3222,1041543,213474
,3223,1042044,210745
,3224,1030857,209819
,3225,1031825,209334
,3226,1031709,208355
,3227,1031709,208313
,3228,1031709,208272
,3229,1031573,209023
,3230,1032013,208455
,3231,1033369,202120
,3232,1031462,209138
,3233,1031848,207905
,3234,1032485,208653
,3235,1031596,208445
,3236,1031253,209285
,3237,1039478,203064
,3238,1037998,203593
,3239,1037774,203613
,3240,1039290,202679
,3241,1038444,205187
,3242,1038518,203447
,3243,1038856,205332
,3244,1038703,203979
,3245,1039863,203264
,3246,1038054,203782
,3247,1038093,203788
,3248,1037506,203189
,3249,1037740,203325
,3250,1037882,204353
,3251,1038849,202468
,3252,1039741,203001
,3253,1038123,203792
,3254,1037523,203293
,3255,1037184,204170
,3256,1038955,203123
,3257,1038814,202698
,3258,1039311,203540
,3259,1037924,204622
,3260,1039241,204016
,3261,1038460,204346
,3262,1039462,204229
,3263,1038754,204388
,3264,1039266,203843
,3265,1039239,204034
,3266,1039585,204053
,3267,1039274,203789
,3268,1038446,204700
,3269,1039557,204231
,3270,1037935,203546
,3271,1037503,204555
,3272,1038466,204703
,3273,1038589,204954
,3274,1039325,204100
,3275,1017270,200441
,3276,1054868,200428
,3277,1056767,196084
,3278,1054809,196706
,3279,1054842,196301
,3280,1057341,199109
,3281,1056508,195833
,3282,1054940,196811
,3283,1055753,196065
,3284,1055730,195905
,3285,1058589,200775
,3286,1057073,199084
,3287,1055717,196464
,3288,1057531,197790
,3289,1057419,197235
,3290,1057657,197440
,3291,1055479,195567
,3292,1055960,196556
,3293,1057293,197103
,3294,1057190,199715
,3295,1055062,196271
,3296,1055806,196154
,3297,1057367,197789
,3298,1055164,198924
,3299,1058299,200414
,3300,1054686,197671
,3301,1056936,197228
,3302,1056746,200012
,3303,1055453,199611
,3304,1054665,196768
,3305,1055265,198397
,3306,1054056,197151
,3307,1055687,198411
,3308,1054778,196173
,3309,1057512,197201
,3310,1058360,200681
,3311,1056915,197547
,3312,1055745,196456
,3313,1056505,199113
,3314,1055687,195676
,3315,1056155,199951
,3316,1057088,197356
,3317,1055511,199230
,3318,1055740,198779
,3319,1057919,198177
,3320,1054956,199313
,3321,1056131,199872
,3322,1056784,197814
,3323,1056807,198913
,3324,1056946,198185
,3325,1057885,199022
,3326,1057481,198973
,3327,1056431,199761
,3328,1057602,199317
,3329,1057094,199325
,3330,1058624,204889
,3331,1056953,204004
,3332,1057325,204352
,3333,1057506,203969
,3334,1056697,205173
,3335,1058883,202752
,3336,1057053,205393
,3337,1057243,205755
,3338,1056768,203643
,3339,1057223,205067
,3340,1059039,202798
,3341,1057298,203172
,3342,1057162,206135
,3343,1056962,205157
,3344,1057045,203677
,3345,1057919,203160
,3346,1057739,202070
,3347,1056927,204095
,3348,1057555,203441
,3349,1057195,205568
,3350,1057115,205935
,3351,1058050,203345
,3352,1057319,204184
,3353,1058862,201850
,3354,1056730,204522
,3355,1057171,206104
,3356,1057826,202159
,3357,1059915,206159
,3358,1058122,203104
,3359,1058492,202027
,3360,1056332,195039
,3361,1057159,195429
,3362,1056303,195300
,3363,1056572,195289
,3364,1055819,195248
,3365,1056399,194936
,3366,1056040,195507
,3367,1056211,194024
,3368,1056107,193060
,3369,1056574,192814
,3370,1057036,192574
,3371,1055969,194083
,3372,1055589,191775
,3373,1056191,193273
,3374,1056116,193084
,3375,1056447,192768
,3376,1057546,192040
,3377,1055173,191977
,3378,1057524,192639
,3379,1055116,191908
,3380,1018370,215887
,3381,1017207,217888
,3382,1016758,218031
,3383,1018086,217197
,3384,1016498,218012
,3385,1017053,217806
,3386,1018012,219580
,3387,1018037,219399
,3388,1049956,209911
,3389,1050925,209821
,3390,1049666,209476
,3391,1049640,209548
,3392,1050680,210200
,3393,1049859,209708
,3394,1050784,210210
,3395,1053453,211768
,3396,1053694,211928
,3397,1054574,211858
,3398,1054815,212361
,3399,1054009,211816
,3400,1054485,212028
,3401,1053910,212494
,3402,1053339,212603
,3403,1053942,212000
,3404,1054145,212670
,3405,1053325,210299
,3406,1054441,212899
,3407,1053461,210217
,3408,1052627,209944
,3409,1036329,181599
,3410,1036200,181490
,3411,1035643,181382
,3412,1039075,183437
,3413,1035668,184914
,3414,1038920,182845
,3415,1038325,183122
,3416,1038812,184146
,3417,1037871,184965
,3418,1039075,183416
,3419,1038281,182896
,3420,1038621,184196
,3421,1038631,184353
,3422,1035882,184471
,3423,1038543,183381
,3424,1037658,183065
,3425,1039073,183626
,3426,1038437,183858
,3427,1036945,183082
,3428,1036193,184872
,3429,1034161,184144
,3430,1038405,184500
,3431,1037888,183634
,3432,1035474,182946
,3433,1035857,184661
,3434,1039139,183960
,3435,1034414,184809
,3436,1037620,182758
,3437,1038155,184752
,3438,1038581,184414
,3439,1039069,183920
,3440,1037594,184590
,3441,1038677,184318
,3442,1038815,183574
,3443,1038916,183278
,3444,1038564,183795
,3445,1038511,183218
,3446,1037472,184503
,3447,1038914,183531
,3448,1038164,184172
,3449,1038421,182734
,3450,1034679,184796
,3451,1035080,184236
,3452,1035419,181560
,3453,1037750,183932
,3454,1039071,184002
,3455,1037639,182899
,3456,1037747,182973
,3457,1033983,182982
,3458,1036377,183366
,3459,1034834,184325
,3460,1038263,183490
,3461,1038671,183529
,3462,1036140,184597
,3463,1036578,184234
,3464,1035149,181336
,3465,1036946,183484
,3466,1036954,183120
,3467,1036853,182692
,3468,1035161,183875
,3469,1036648,184096
,3470,1038250,183421
,3471,1035059,182315
,3472,1035184,184636
,3473,1034590,182593
,3474,1037507,184323
,3475,1038819,183204
,3476,1038662,183187
,3477,1034552,182434
,3478,1034199,183979
,3479,1037559,183803
,3480,1035783,184260
,3481,1035994,183931
,3482,1033489,183236
,3483,1032421,182675
,3484,1032877,184050
,3485,1032393,183124
,3486,1032639,183032
,3487,1033765,185548
,3488,1033623,184243
,3489,1033677,185619
,3490,1032871,184022
,3491,1033232,185556
,3492,1033622,184941
,3493,1033625,185004
,3494,1032885,185651
,3495,1033551,183937
,3496,1032763,185139
,3497,1033952,184108
,3498,1033811,183925
,3499,1033544,183470
,3500,1033938,184049
,3501,1033723,183541
,3502,1032478,183359
,3503,1033126,183270
,3504,1033521,185641
,3505,1037213,188437
,3506,1037014,188219
,3507,1036526,187209
,3508,1037971,186127
,3509,1035883,185651
,3510,1036329,187731
,3511,1037430,186084
,3512,1035696,187142
,3513,1035374,188032
,3514,1035104,186547
,3515,1036880,189031
,3516,1035514,186923
,3517,1035641,186585
,3518,1036820,187248
,3519,1036999,187231
,3520,1037233,185848
,3521,1037077,187312
,3522,1037083,186401
,3523,1036171,187103
,3524,1036805,186461
,3525,1037949,186469
,3526,1036770,187846
,3527,1034845,186822
,3528,1035300,188230
,3529,1037015,188672
,3530,1036362,185853
,3531,1038172,185591
,3532,1035521,186904
,3533,1035975,187911
,3534,1036475,185553
,3535,1036356,185870
,3536,1038507,186209
,3537,1036914,188941
,3538,1034767,186405
,3539,1037722,187812
,3540,1037167,186432
,3541,1034325,186392
,3542,1036253,186089
,3543,1035579,187489
,3544,1037670,187155
,3545,1036392,187265
,3546,1034893,187757
,3547,1034439,186540
,3548,1038726,185565
,3549,1035131,186394
,3550,1036390,185779
,3551,1035262,188047
,3552,1035795,187651
,3553,1036205,187761
,3554,1037755,187724
,3555,1036493,185794
,3556,1035170,186410
,3557,1036711,185952
,3558,1034942,187418
,3559,1036672,186054
,3560,1038227,186488
,3561,1037024,187907
,3562,1036155,185669
,3563,1037741,186733
,3564,1038706,185558
,3565,1036341,188111
,3566,1035705,186863
,3567,1034944,185897
,3568,1037451,189308
,3569,1038235,187225
,3570,1043764,182757
,3571,1043875,183225
,3572,1043741,183035
,3573,1049496,181549
,3574,1049135,181929
,3575,1048840,181125
,3576,1048741,180769
,3577,1049582,183602
,3578,1051078,183029
,3579,1050614,182662
,3580,1048743,180552
,3581,1050700,182646
,3582,1048915,181001
,3583,1050573,183323
,3584,1050678,186578
,3585,1049849,180712
,3586,1050180,185242
,3587,1049872,180313
,3588,1050115,180678
,3589,1049223,180623
,3590,1049225,180403
,3591,1050450,186531
,3592,1051469,184349
,3593,1050852,186092
,3594,1049410,182119
,3595,1049233,182057
,3596,1050408,183876
,3597,1050358,181812
,3598,1049916,180185
,3599,1049661,182078
,3600,1049860,185038
,3601,1049757,180467
,3602,1050784,186646
,3603,1049897,185110
,3604,1053790,190644
,3605,1051791,189567
,3606,1051959,189837
,3607,1052344,189959
,3608,1052363,190152
,3609,1052384,189876
,3610,1052508,189619
,3611,1052684,190062
,3612,1054463,191163
,3613,1049510,185885
,3614,1049856,186019
,3615,1049107,187458
,3616,1049043,187241
,3617,1048528,188567
,3618,1050067,186610
,3619,1049816,187832
,3620,1049208,187298
,3621,1047684,187310
,3622,1050299,188285
,3623,1048573,187321
,3624,1048989,187377
,3625,1048981,187496
,3626,1049071,187250
,3627,1048585,187182
,3628,1048844,188695
,3629,1048271,187466
,3630,1049890,186307
,3631,1047988,187273
,3632,1049114,186642
,3633,1050403,188355
,3634,1049329,186794
,3635,1049827,186096
,3636,1049078,186757
,3637,1048074,187420
,3638,1047810,187019
,3639,1048431,187502
,3640,1050221,187962
,3641,1050246,188641
,3642,1049809,187765
,3643,1049704,187186
,3644,1050054,188170
,3645,1049367,187999
,3646,1050214,188698
,3647,1048770,187580
,3648,1045261,183481
,3649,1048004,181255
,3650,1047681,183043
,3651,1047981,182746
,3652,1045697,185631
,3653,1048117,182726
,3654,1046119,181814
,3655,1047002,183048
,3656,1046043,181469
,3657,1045865,183994
,3658,1046099,181848
,3659,1048384,181848
,3660,1047442,181879
,3661,1045908,182253
,3662,1048873,183562
,3663,1048430,183777
,3664,1046587,181214
,3665,1046755,182988
,3666,1046753,183008
,3667,1046999,183077
,3668,1049226,183735
,3669,1045889,181890
,3670,1047272,181159
,3671,1044421,184353
,3672,1048435,182837
,3673,1045410,186098
,3674,1047235,181582
,3675,1048326,183766
,3676,1048481,183430
,3677,1046465,181937
,3678,1047647,181331
,3679,1045508,183889
,3680,1047513,183414
,3681,1045042,184369
,3682,1046824,181495
,3683,1045082,184301
,3684,1048878,183129
,3685,1047436,181197
,3686,1046653,181558
,3687,1046279,181332
,3688,1044767,185784
,3689,1046732,181604
,3690,1046769,181722
,3691,1044839,185855
,3692,1045534,182121
,3693,1045555,182087
,3694,1041682,183031
,3695,1041917,184498
,3696,1040883,183534
,3697,1040825,184431
,3698,1041898,183473
,3699,1042137,184285
,3700,1042036,184007
,3701,1041086,184200
,3702,1039591,183991
,3703,1042202,183572
,3704,1040243,184498
,3705,1042151,184364
,3706,1042290,183719
,3707,1041246,184472
,3708,1042627,184063
,3709,1042200,183796
,3710,1039884,183486
,3711,1040487,183170
,3712,1040177,183257
,3713,1042545,184073
,3714,1042301,183778
,3715,1042037,183607
,3716,1041837,184041
,3717,1040626,184528
,3718,1041942,183141
,3719,1041650,182807
,3720,1042526,184196
,3721,1040997,184540
,3722,1040412,184186
,3723,1042193,183757
,3724,1040548,184537
,3725,1040466,184697
,3726,1042625,184178
,3727,1042210,183295
,3728,1040049,182738
,3729,1040110,184248
,3730,1040986,183604
,3731,1039698,184214
,3732,1041167,183049
,3733,1040756,185254
,3734,1040275,188632
,3735,1041425,188984
,3736,1041400,186377
,3737,1039458,186044
,3738,1040891,188190
,3739,1041590,187806
,3740,1040984,185233
,3741,1039940,186235
,3742,1039337,185850
,3743,1040215,186060
,3744,1041366,186926
,3745,1039308,186048
,3746,1041669,185638
,3747,1042117,185147
,3748,1041014,187406
,3749,1041713,187440
,3750,1041576,185122
,3751,1040716,188940
,3752,1040781,185160
,3753,1041332,185031
,3754,1041646,184923
,3755,1040805,188524
,3756,1040856,188284
,3757,1040021,186585
,3758,1041514,186528
,3759,1041989,185208
,3760,1039957,187709
,3761,1041831,185176
,3762,1042068,184981
,3763,1041150,188974
,3764,1041325,186690
,3765,1041358,186489
,3766,1039968,187682
,3767,1039587,186912
,3768,1041612,185018
,3769,1041400,186835
,3770,1039590,185299
,3771,1041206,188824
,3772,1040158,185409
,3773,1038880,188337
,3774,1039482,185881
,3775,1041441,186268
,3776,1042056,185322
,3777,1039635,185526
,3778,1039911,187270
,3779,1040709,188959
,3780,1039593,185810
,3781,1041854,185109
,3782,1039989,187626
,3783,1039817,187030
,3784,1041475,187374
,3785,1040096,185836
,3786,1041351,186507
,3787,1040921,188845
,3788,1040993,187463
,3789,1040794,187987
,3790,1039225,185935
,3791,1041506,185257
,3792,1039717,186005
,3793,1040989,185202
,3794,1041407,186357
,3795,1041493,186584
,3796,1041803,185255
,3797,1041199,188843
,3798,1040504,188478
,3799,1040211,187031
,3800,1040189,186286
,3801,1039856,186833
,3802,1041201,189206
,3803,1039570,187869
,3804,1039682,187912
,3805,1040033,185581
,3806,1040906,186213
,3807,1040263,186396
,3808,1041574,185945
,3809,1041148,186307
,3810,1040393,188775
,3811,1040470,185585
,3812,1040758,187346
,3813,1040186,188871
,3814,1040691,187524
,3815,1040426,188686
,3816,1041110,186987
,3817,1040991,185989
,3818,1040351,186147
,3819,1040289,185957
,3820,1041035,186965
,3821,1041098,186157
,3822,1041259,185716
,3823,1040280,186115
,3824,1040342,188912
,3825,1041077,186212
,3826,1040266,188369
,3827,1040034,188536
,3828,1041085,185794
,3829,1041388,185653
,3830,1040121,188756
,3831,1045837,190070
,3832,1042702,189200
,3833,1042323,187844
,3834,1043121,188013
,3835,1042290,188111
,3836,1042270,188673
,3837,1045039,189399
,3838,1042677,188110
,3839,1046132,189750
,3840,1046490,189111
,3841,1041966,189339
,3842,1042412,188179
,3843,1042558,186871
,3844,1042877,186942
,3845,1045100,189263
,3846,1042134,188884
,3847,1042342,188140
,3848,1042687,188093
,3849,1042929,188296
,3850,1046304,189129
,3851,1045991,189819
,3852,1041988,188515
,3853,1042295,187656
,3854,1045109,189875
,3855,1042292,187942
,3856,1042913,188287
,3857,1043383,188159
,3858,1042944,188190
,3859,1042165,189347
,3860,1045007,190240
,3861,1043722,189471
,3862,1045927,188501
,3863,1042608,188550
,3864,1042656,188029
,3865,1046712,189205
,3866,1045077,190586
,3867,1045826,189891
,3868,1042240,188200
,3869,1042503,188059
,3870,1042512,186861
,3871,1045498,190460
,3872,1042531,188689
,3873,1042361,189297
,3874,1042792,188792
,3875,1043230,188074
,3876,1042394,188169
,3877,1044609,189720
,3878,1042770,187814
,3879,1045179,189330
,3880,1042422,188302
,3881,1042343,187682
,3882,1042402,188291
,3883,1042629,186886
,3884,1046046,189059
,3885,1043274,188098
,3886,1045964,188541
,3887,1046166,188760
,3888,1042328,187962
,3889,1045014,190726
,3890,1044887,190923
,3891,1046478,189322
,3892,1042118,187845
,3893,1046986,187843
,3894,1042718,189324
,3895,1042310,187952
,3896,1042456,188821
,3897,1042916,189931
,3898,1046240,188318
,3899,1046751,188877
,3900,1046691,187863
